user_city;user_zip;offer_location;offer_region;bookings
magdeburg;39114;tarnewitz;nordwestmecklenburg;1
magdeburg;39116;manschnow;märkisch-oderland;1
magdeburg;39120;elend;harz;1
magdeburg;39120;rathmannsdorf;dresden government region;1
magdeburg;39122;ostseebad;rügen;1
magdeburg;d-39108;oberdorf;swabia;1
mahlow-waldblick;15831;warnemünde;rostock;1
maintal;63477;neubau;upper franconia;1
maintal;63477;schönsee;upper palatinate;1
mainz;55126;echtershausen;bitburg-prüm;1
mainz;55129;balm;ostvorpommern;1
mainz;55131;wannsee;steglitz-zehlendorf;1
mainz finthen;55116;kühlungsborn-west;rostock;1
mainz kostheim;55246;duhnen;cuxhaven;1
malk göhren;19294;ahlbeck;ostvorpommern;1
malsch;69254;westerland;nordfriesland;1
mannheim;68159;hohenreuth;upper bavaria;1
mannheim;68163;reinerzau;karlsruhe;1
mannheim;68199;erkenbollingen;swabia;1
mannheim;68199;unterlohwies;lower bavaria;1
mannheim;68259;reimboldshausen;kassel;1
mannheim;68259;seepark kirchheim;kassel;1
mannheim;68305;stanggaß;upper bavaria;1
mannheim;68305;trent;rügen;1
mannheim;68307;waldkatzenbach;karlsruhe;1
mannheim;68309;udler;vulkaneifel;1
marburg;35037;binz;rügen;1
marburg;35037;jordanshöhe;goslar;1
marburg;35041;vadersdorf;ostholstein;1
march;79232;böhlen;ilm-kreis;1
marienberg;9496;buggingen;freiburg;1
marienmünster;37696;sandbrink;diepholz;1
markkleeberg;4416;dagebüll;nordfriesland;1
markkleeberg;4416;glowe;rügen;1
markkleeberg;4416;wustrow;nordvorpommern;1
markranstädt;4420;storkow;oder-spree;1
markt schwaben;85570;kröslin;ostvorpommern;1
marl;45768;bensersiel;wittmund;1
marl;45772;meschede;arnsberg;1
marpingen;66646;wallgau;upper bavaria;1
marsberg;34431;olpenitzdorf;schleswig-flensburg;1
marsberg;34431;priwall peninsula;lübeck;1
marschacht;21436;nordhorn;bentheim;1
martinsthal;65344;netze;kassel;1
md;39112;prerow;nordvorpommern;1
mechernich;53894;wangerland;friesland;1
mechtersen;21358;borgsum;nordfriesland;1
meckenheim;53340;sankt johann;saarbrücken;1
meckenheim;53340;wichterich;cologne;1
meerbusch;40667;bürgstadt;lower franconia;1
meerbusch;40667;weidenbach;vulkaneifel;1
meerbusch;40667;wyk auf föhr;nordfriesland;1
meerbusch;40668;wiek;rügen;1
meine;38126;groß charlottengroden;wittmund;1
meine;38527;süderwisch;cuxhaven;1
meinerzhagen;58540;norddeich;aurich;1
meiningen;98617;schönlind;upper franconia;1
melbeck;21406;dargun;mecklenburgische seenplatte;1
melle;49328;ediger-eller;cochem-zell;1
melsungen;34212;hohwacht;plön;1
menden;58708;grömitz;ostholstein;1
menden;58708;priwall peninsula;lübeck;1
menden;58710;altenilpe;arnsberg;1
mertensdorf;16949;jordanshöhe;goslar;1
merzenich;52399;dagebüll;nordfriesland;1
meschede;59872;westeraccumersiel;aurich;1
mespelbrunn;63875;alt travemünde - rönnau;lübeck;1
messingen;49832;hooksiel;friesland;1
metelen;48629;ahlbeck;ostvorpommern;1
mettingen;49497;carolinensiel;wittmund;1
mettingen;49497;harlesiel;wittmund;1
mettingen;49497;kappeln;schleswig-flensburg;1
mettmann;40822;anzenbach;upper bavaria;1
michendorf;14552;bayerisch eisenstein;lower bavaria;1
michendorf;14552;prora;rügen;1
miesbach;83714;bad feilnbach;upper bavaria;1
mildenau ot arnsfeld;9456;goyatz;dahme-spreewald;1
minden;32423;duhnen;cuxhaven;1
minfeld;76872;veenhusen;leer;1
moers;47441;kappeln;schleswig-flensburg;1
moers;47441;medebach;arnsberg;1
moers;47443;altenahr;ahrweiler;1
moers;47443;bernkastel;bernkastel-wittlich;1
moers;47445;carolinensiel;wittmund;1
mommenheim;55278;hinterzarten;freiburg;1
monheim;40789;norddeich;aurich;1
moorgrund;36433;ostseebad;rügen;1
moormerland;26802;braunlage;goslar;1
much;53804;prüm;bitburg-prüm;1
muldestausee;6774;börgerende;rostock;1
murnau;82418;lahnstein;rhein-lahn-kreis;1
märkisch buchholz;15748;neukirchen;ostholstein;1
märkisch-linden;16818;dierhagen;nordvorpommern;1
mölln;23879;kappeln;schleswig-flensburg;1
mömlingen;63853;röhl;bitburg-prüm;1
mönchengladbach;41063;norderteil;cuxhaven;1
mönchengladbach;41069;kattersdorf;lower bavaria;1
mönchengladbach;41199;wasserburg am bodensee;swabia;1
mönchengladbach;41236;cochem;cochem-zell;1
mügeln;4769;markdorf;tübingen;1
mühlacker;75417;morsbach;upper bavaria;1
mühlacker;75417;unterjoch;swabia;1
mühldorf am inn;84453;ostseebad;rügen;1
mühlheim;63165;reimboldshausen;kassel;1
mülheim;45473;see;upper bavaria;1
mülheim;45478;kühlungsborn;rostock;1
mülheim an der ruhr;45468;wissinghausen;arnsberg;1
mülheim an der ruhr;45470;fehmarnsund;ostholstein;1
mülheim an der ruhr;45476;kappeln;schleswig-flensburg;1
mülheim an der ruhr;45476;warsingsfehn;leer;1
mülheim an der ruhr;45481;wangerland;friesland;1
mülheim-kärlich;56218;bendorf;mayen-koblenz;1
münchen;80333;nienstedten;altona;1
münchen;80339;schwarzach bei nabburg;upper palatinate;1
münchen;80637;schaprode;rügen;1
münchen;80686;mossendorf;upper palatinate;1
münchen;80997;klanxbüll;nordfriesland;1
münchen;81245;oy;swabia;1
münchen;81369;söcking;upper bavaria;1
münchen;81475;witsum;nordfriesland;1
münchen;81477;rerik;rostock;1
münchen;81541;loipl;upper bavaria;1
münchen;81667;bad feilnbach;upper bavaria;1
münchen;81669;hörnum;nordfriesland;1
münchen;81669;wilhelmsthal;upper franconia;1
münchen;81671;ostseebad;rügen;1
münchen;81673;lüneburg;lüneburg;1
münchen;81739;laubach;cochem-zell;1
münchen;81827;zerpenschleuse;barnim;1
münchen;81927;blossersberg;lower bavaria;1
münchen;89339;daxstein;lower bavaria;1
münchen - untergiesing-harlaching;81543;eschach;swabia;1
münster;48145;carolinensiel;wittmund;1
münster;48149;frenkhausen;arnsberg;1
münster;48157;dahme;ostholstein;1
münster;48159;freital;dresden government region;1
münster;48159;telgte;münster;1
münster;48161;heimbach;cologne;1
münster;48161;wyk auf föhr;nordfriesland;1
münster;48163;altenholz-klausdorf;rendsburg-eckernförde;1
münster;64839;kappeln;schleswig-flensburg;1
nachrodt-wiblingwerde;58769;kellenhusen;ostholstein;1
nachrodt-wiblingwerde;58769;ühlingen-birkendorf;freiburg;1
nagold;72202;berliner innenstadt;berliner innenstadt;1
nagold;72202;märkisches viertel;reinickendorf;1
nalbach;66809;obermünstertal;freiburg;1
nauen;14641;garz;ostvorpommern;1
neresheim;73450;weiher;karlsruhe;1
nettetal;41334;esens;wittmund;1
nettetal;41334;feriendorf freilingen;cologne;1
nettetal;41334;roßbach;neuwied;1
neu wulmstorf;21629;middelhagen;rügen;1
neu-anspach;61267;battenhausen;kassel;1
neu-isenburg;63263;steinwand;kassel;1
neu-isenburg;63263;wallersdorf;lower bavaria;1
neubrandenburg;17033;bad saarow;oder-spree;1
neubrandenburg;17033;sankt andreasberg;goslar;1
neubrandenburg;17033;zirchow;ostvorpommern;1
neubrandenburg;17034;alt travemünde - rönnau;lübeck;1
neubrandenburg;17034;zinnowitz;ostvorpommern;1
neubrandenburg;17036;haltern am see;münster;1
neubukow;18233;prora;rügen;1
neuenstein;36286;kappeln;schleswig-flensburg;1
neuhaus;98724;altstadt;erfurt;1
neuhofen;67141;dornhan;freiburg;1
neuhofen;67141;markgrafenheide;rostock;1
neukirchen/erzgeb.;9221;zöblitz;chemnitz;1
neukloster;23992;barnekow;nordwestmecklenburg;1
neumarkt in der oberpfalz;92318;zirchow;ostvorpommern;1
neumünster;24536;friedrichshöhe;harz;1
neumünster;24536;niendorf/ostsee;ostholstein;1
neumünster;24537;drei;schleswig-flensburg;1
neumünster;24539;olpenitzdorf;schleswig-flensburg;1
neunburg vorm wald;92431;hopferau;swabia;1
neunkirchen-seelscheid;53819;gröbern;anhalt-bitterfeld;1
neuruppin;16816;friedrichskoog;dithmarschen;1
neuss;41460;hohenkirchen;friesland;1
neuss;41462;sandbrink;diepholz;1
neuss;41462;winterberg;arnsberg;1
neuss;41464;kellenhusen;ostholstein;1
neuss;41464;scherleinsöd;lower bavaria;1
neuss;41468;bad doberan;rostock;1
neustadt;7806;boltenhagen;nordwestmecklenburg;1
neustadt;96465;altenberg;middle franconia;1
neustadt am rübenberge / mardorf;31535;sommerhausen;lower franconia;1
neustadt an der weinstrasse;67433;unterkirnach;freiburg;1
neustadt an der weinstraße;67433;imsbacherhof;südwestpfalz;1
neustadt weinstrasse;67433;flammersfeld;altenkirchen (westerwald);1
neustadt-duttweiler;67435;düsseldorf-rath;düsseldorf;1
neustadt-langburkersdorf;1844;timmendorfer strand;ostholstein;1
neustadt/ dosse;16845;zwenzow;mecklenburgische seenplatte;1
neustrelitz;17235;allrode;harz;1
neustrelitz;17235;wesseloh;heidekreis;1
neuwied;56564;echtershausen;bitburg-prüm;1
neuwied;56564;frorath;neuwied;1
neuwied;56567;neuruppin;ostprignitz-ruppin;1
nidda-koden;63667;neuringe;emsland;1
nideggen;52385;grömitz;ostholstein;1
nieder -olm;55268;nordenau;arnsberg;1
niederahr;56414;rhens;mayen-koblenz;1
niederau ot jessen;1689;koserow;ostvorpommern;1
niederkassel;53859;ahrenshoop;nordvorpommern;1
niederkassel;53859;großwürden;wesermarsch;1
niederneuching;85467;chieming;upper bavaria;1
niedernhausen;65527;altenbruch;cuxhaven;1
niedernhausen;65527;schönhagen;rendsburg-eckernförde;1
niedernhausen;65527;unterschönau;upper bavaria;1
niedernhausen;65527;wüstensachsen;kassel;1
niedernwöhren;31712;sankt peter-ording;nordfriesland;1
niedersachsen - bad rothenfelde;49214;ostbevern;münster;1
niedersachsen - wolfsburg;38442;twielenfleth;stade;1
nienburg;31582;wackerballig;schleswig-flensburg;1
niendorf;23669;niendorf/ostsee;ostholstein;1
nobitz;4603;bad saarow;oder-spree;1
nobitz;4603;borgsum;nordfriesland;1
nonnweiler;66620;hilbringen;merzig-wadern;1
nordenham;26954;unterau;upper bavaria;1
norderstedt;22844;großenbrode;ostholstein;1
norderstedt;22846;vollerwiek;nordfriesland;1
norderstedt;22850;grömitz;ostholstein;1
norderstedt;22850;schönhagen;rendsburg-eckernförde;1
norderstedt;22851;simonswald;freiburg;1
nordhausen;99734;ahlbeck;ostvorpommern;1
nordhausen;99734;göhren;rügen;1
nordhausen;99734;radolfzell;freiburg;1
nordhausen;99734;wienrode;harz;1
nordhorn;48529;wangerooge;friesland;1
nordhorn;48531;altharlingersiel;wittmund;1
nordrhein-westfalen - harsewinkel;33428;röhl;bitburg-prüm;1
nordrhein-westfalen - wülfrath;42489;neuharlingersiel;wittmund;1
northeim;37154;wienrode;harz;1
nottuln;48301;grafenried;lower bavaria;1
nördlingen;86720;wernigerode;harz;1
nümbrecht;51588;ibbenbüren;münster;1
nümbrecht;51588;taufkirchen;lower bavaria;1
nürnberg;90402;wandlitz;barnim;1
nürnberg;90451;kollnburg;lower bavaria;1
nürnberg;90453;mühlheim;upper bavaria;1
nürnberg;90473;riedheim;swabia;1
nürnberg;90475;horn;freiburg;1
nürnberg;90491;hörnum;nordfriesland;1
nürnberg;90491;schauenstein;upper franconia;1
nürtingen;72622;harlesiel;wittmund;1
ober-flörsheim;55234;zirchow;ostvorpommern;1
oberaula;36280;laboe;plön;1
oberfell;56332;ingersheim;stuttgart;1
obergurig;2692;wildenthal;chemnitz;1
oberhausen;46047;tossens;wesermarsch;1
oberhausen;46049;ramsbeck;arnsberg;1
oberhausen;46049;wyk auf föhr;nordfriesland;1
oberhausen;46117;dreislar;arnsberg;1
oberhausen;46119;fehmarnsund;ostholstein;1
oberhausen;46119;priwall peninsula;lübeck;1
oberhausen;46119;zirkow;rügen;1
oberhausen;46147;olpenitzdorf;schleswig-flensburg;1
oberkrämer;16727;jordanshöhe;goslar;1
obermaßfeld-grimmenthal;98617;fuchshain;leipzig;1
obernaundorf;1734;finsterbergen;gotha;1
obernberg am inn;4982;stamsried;upper palatinate;1
oberreichenbach;75394;pleystein;upper palatinate;1
oberreichenbach;75394;taufkirchen;lower bavaria;1
oberstadion;89613;ulm;tübingen;1
oberstenfeld;71720;priwall peninsula;lübeck;1
oberstenfeld;71720;willsbach;stuttgart;1
obertshausen;63179;feichten;upper bavaria;1
obertshausen;63179;mitte;cologne;1
ochtrup;48607;medebach;arnsberg;1
odenthal;51519;kirchhof;kassel;1
odenthal;51519;priwall peninsula;lübeck;1
oelde;59302;niendorf/ostsee;ostholstein;1
oelde;59302;sahlenburg;cuxhaven;1
oer-erkenschwick;45739;kappeln;schleswig-flensburg;1
oer-erkenschwick;45739;unterlehen;freiburg;1
oering;23845;lenzkirch;freiburg;1
oestrich-winkel;65375;glowe;rügen;1
oettelin;18246;treptow-köpenick;treptow-köpenick;1
offenbach;63071;priwall peninsula;lübeck;1
offenbach;63075;olpenitzdorf;schleswig-flensburg;1
offenbach am main;63069;bad marienberg;westerwaldkreis;1
offenburg;77654;bayerbach;lower bavaria;1
ohrdruf;99885;lubmin;ostvorpommern;1
oldenburg;26122;wesenberg;mecklenburgische seenplatte;1
oldenburg;26127;priwall peninsula;lübeck;1
oldenburg;26133;kappeln;schleswig-flensburg;1
oldenburg;26133;nuttel;ammerland;1
oldenburg;26133;westerstede;ammerland;1
oldenburg;26135;boltenhagen;nordwestmecklenburg;1
oldenburg;26135;mitte-süd;bremerhaven;1
oldenburg;26135;vieregge;rügen;1
olfen;59399;bensersiel;wittmund;1
olpe;57462;münster;münster;1
olpe;57462;norddeich;aurich;1
olpe;57462;sankt peter-ording;nordfriesland;1
oranienburg;16515;kappeln;schleswig-flensburg;1
oranienburg;16515;seebad heringsdorf;ostvorpommern;1
oranienburg;16515;trassenheide;ostvorpommern;1
oranienburg;16515;zingst;nordvorpommern;1
oranienburg;16515 oranienburg;trassenheide;ostvorpommern;1
ortenberg;77799;sankt peter-ording;nordfriesland;1
oschersleben;39387;eiserfey;cologne;1
oschersleben;39387;güntersberge;harz;1
oschersleben;39387;kühlungsborn ost;rostock;1
osnabrück;49076;kappeln;schleswig-flensburg;1
osnabrück;49078;rückeberg;schleswig-flensburg;1
osnabrück;49080;quedlinburg;harz;1
osnabrück;49082;sankt peter-ording;nordfriesland;1
osnabrück;49084;wernigerode;harz;1
osnabrück;49090;bartolfelde;landkreis osterode am harz;1
osnanrück;49078;westerland;nordfriesland;1
osterholz - scharmbeck;27711;prora;rügen;1
osterholz-scharmbeck;27711;gehrden;detmold;1
osterholz-scharmbeck;27711;malchow;müritz;1
osterode;37520;hooksiel;friesland;1
osterode am harz;37520;vieregge;rügen;1
ottenhofen;85570;karlstadt am main;lower franconia;1
otterndorf;21762;sahlenburg;cuxhaven;1
overath;51491;harscheid;ahrweiler;1
overath;51491;olpenitzdorf;schleswig-flensburg;1
oyten;28876;duhnen;cuxhaven;1
oyten;28876;priwall peninsula;lübeck;1
oyten;28876;winterberg;arnsberg;1
paderborn;33098;dornumersiel;aurich;1
paderborn;33098;kappeln;schleswig-flensburg;1
paderborn;33098;parow;nordvorpommern;1
paderborn;33100;vieregge;rügen;1
paderborn;33102;olpenitzdorf;schleswig-flensburg;1
paderborn;33102;sankt peter-ording;nordfriesland;1
paderborn;33104;werdum;wittmund;1
paderborn;33106;kappeln;schleswig-flensburg;1
pahlen;25794;kappeln;schleswig-flensburg;1
panketal;16341;cranzahl;chemnitz;1
panketal;16341;kölpinsee;ostvorpommern;1
panketal;16341;rittersgrün;chemnitz;1
panketal;16341;vieregge;rügen;1
panketal;16341;wustrow;nordvorpommern;1
parchim;19370;priwall peninsula;lübeck;1
parkstein;92711;lechbruck;swabia;1
parsau;38470;dänschendorf;ostholstein;1
parthenstein;4668;schlettau;chemnitz;1
pasewalk;17309;boltenhagen;nordwestmecklenburg;1
pausa;7952;fischen;swabia;1
peine;31228;niendorf/ostsee;ostholstein;1
peine;31228;norddeich;aurich;1
perl;66706;besch;merzig-wadern;1
perleberg;19348;ahlbeck;ostvorpommern;1
perleberg;19348;nienhagen;rostock;1
petersberg;6193;wangen;freiburg;1
petersberg;36100;reimboldshausen;kassel;1
petersdorf;15526;groß nemerow;mecklenburgische seenplatte;1
petershagen;32469;olpenitzdorf;schleswig-flensburg;1
peterswald-löffelscheid;56858;hambach;neustadt;1
pforzheim;75181;kappeln;schleswig-flensburg;1
pinneberg;25421;altenau;goslar;1
pinneberg;25421;karwe;ostprignitz-ruppin;1
pinneberg;25421;kühlungsborn;rostock;1
pinneberg;25421;tarnewitz;nordwestmecklenburg;1
pinneberg;25421;tetenbüll;nordfriesland;1
pinnow;16278;peenemünde;ostvorpommern;1
pirna;1796;viereth;upper franconia;1
plauen;8523;zingst;nordvorpommern;1
plauen;8525;juliusruh;rügen;1
plauen;8527;sobrigau;dresden government region;1
plettenberg;58840;schillig;friesland;1
plettenberg;58840;stadtlohn;münster;1
plochingen;73207;gilgenhöfe;upper bavaria;1
pogeez;23911;dagebüll;nordfriesland;1
pohlheim;35415;dümmer;ludwigslust-parchim;1
pohlheim;35415;olpenitzdorf;schleswig-flensburg;1
pollenfeld;85131;oberzent;darmstadt;1
poppenhausen;97490;kühlungsborn-west;rostock;1
porta westfalica;32457;kappeln;schleswig-flensburg;1
potsdam;14467;alt travemünde - rönnau;lübeck;1
potsdam;14467;glowe;rügen;1
potsdam;14469;bärenfels;dresden government region;1
potsdam;14469;ostseebad;rügen;1
potsdam;14469;treptow-köpenick;treptow-köpenick;1
potsdam;14469;wannsee;steglitz-zehlendorf;1
potsdam;14471;friedrichskoog;dithmarschen;1
potsdam;14473;dagebüll;nordfriesland;1
potsdam;14476;glowe;rügen;1
potsdam;14480;bad saarow;oder-spree;1
potsdam;14482;hohenkirchen;nordwestmecklenburg;1
pr. oldendorf;32361;harlesiel;wittmund;1
puchheim;82178;enzisweiler;swabia;1
puchheim;82178;kollnburg;lower bavaria;1
pößneck;7381;singen;freiburg;1
quedlinburg;6485;norden;aurich;1
quickborn;25451;priwall peninsula;lübeck;1
quierschied;66287;dittishausen;freiburg;1
quierschied;66287;schönwald im schwarzwald;freiburg;1
quierschied;66287;vorauf;upper bavaria;1
qukckborn;25451;grömitz;ostholstein;1
radbruch;21449;altenmedingen;uelzen;1
radeberg;1454;wichmannsdorf;nordwestmecklenburg;1
radebeul;1445;selchow;oder-spree;1
radebeul;1445;ummanz;rügen;1
radebeul;1445;zachenberg;lower bavaria;1
radevormwald;42477;born;detmold;1
radevormwald;42477;büsum;dithmarschen;1
radevormwald;42477;glowe;rügen;1
radevormwald;42477;sellin;rügen;1
radevormwamd;42477;sandbrink;diepholz;1
radibor;2627;königssee;upper bavaria;1
rastatt;76437;deggenhausertal;tübingen;1
rastatt;76437;hochhausen;stuttgart;1
rastede;26180;oeventrop;arnsberg;1
ratekau;23626;binz;rügen;1
ratekau;23626;heiligenhafen;ostholstein;1
rathenow;14712;graal-müritz;rostock;1
rathenow;14712;ühlingen-birkendorf;freiburg;1
ratingen;40878;haffkrug;ostholstein;1
ratingen;40878;munzingen;freiburg;1
ratingen;40880;göhren;rügen;1
ratingen;40880;wetterburg;kassel;1
ratingen;40882;cochem;cochem-zell;1
ratingen;40882;gelting;schleswig-flensburg;1
ratingen;40882;ulmen;cochem-zell;1
ratingen;40885;kappeln;schleswig-flensburg;1
recke;49509;gosdorf;ostholstein;1
recklinghausen;45659;priwall peninsula;lübeck;1
rees;46459;cappel;cuxhaven;1
rees;46459;juliusruh;rügen;1
regensburg;93049;gifhorn;gifhorn;1
regensburg;93049;vorderreckenberg;lower bavaria;1
regensburg;93051;luitpolderhöfe;upper bavaria;1
regensburg;93051;woppenrieth;upper palatinate;1
regensburg;93055;krakow am see;rostock;1
rehfelde;15345;bansin;ostvorpommern;1
reichenbach;8468;wachenheim;bad dürkheim;1
reichenberg;1468;dargersdorf;uckermark;1
reichenberg;97234;dießen am ammersee;upper bavaria;1
reilingen;68799;battenhausen;kassel;1
reinardshagen;34359;rottweil;freiburg;1
reinbek;21465;kappeln;schleswig-flensburg;1
reinbek;21465;priwall peninsula;lübeck;1
reinbek;21465;wittdün;nordfriesland;1
reinbek;22465;wall;nordfriesland;1
reinfeld;23858;sankt peter-ording;nordfriesland;1
reinhardshagen;34359;olpenitzdorf;schleswig-flensburg;1
reinsbüttel;25764;buchenberg;swabia;1
reiskirchen;35447;klingenthal;chemnitz;1
reiskirchen;35447;röhrnbach;lower bavaria;1
reiskirchen;35447;teßmannsdorf;rostock;1
reken;48734;lehe;ammerland;1
reken;48734;wyk auf föhr;nordfriesland;1
rellingen;25462;ostseebad;rügen;1
rellingen;25462;sellin;rügen;1
remagen;53424;mitte-süd;bremerhaven;1
remagen;53424;ummanz;rügen;1
remlingen;38319;dagebüll;nordfriesland;1
remscheid;42897;sophienthal;westerwaldkreis;1
remscheid;42899;lenzkirch;freiburg;1
remseck;71686;greetsiel;aurich;1
remseck;71686;lubmin;ostvorpommern;1
rendsburg;24768;jordanshöhe;goslar;1
renkenberge;49762;blomberg;aurich;1
rethwisch;23847;benneckenstein;harz;1
reutlingen;72762;grunern;freiburg;1
reutlingen;72762;jechtingen;freiburg;1
rhauderfehn;26817;landschaftspolder;leer;1
rheda-wiedenbrück;33378;oberlahr;altenkirchen (westerwald);1
rheda-wiedenbrück;33378;scharbeutz;ostholstein;1
rheda-wiedenbrück;33378;schönberger strand;plön;1
rhede;46414;blaustein;tübingen;1
rhede;46414;nordheim;stuttgart;1
rheinbach;53359;goldhausen;kassel;1
rheine;48429;fedderwardersiel;wesermarsch;1
rheine;48431;stinteck;dithmarschen;1
rheinsberg;16831;altefähr;rügen;1
rheinsetten;76287;barnekow;nordwestmecklenburg;1
rickling;24635;fuhlendorf;nordvorpommern;1
riedenburg;93339;poel;nordwestmecklenburg;1
riedern;63928;bürgstadt;lower franconia;1
riedern;63928;hambrunn;lower franconia;1
riedern;63928;waldbrunn;karlsruhe;1
riegelsberg;66292;briedel;cochem-zell;1
riesa;1589;wieck a. darß;nordvorpommern;1
rieste;49597;priwall peninsula;lübeck;1
rinteln;31737;großenbrode;ostholstein;1
rinteln;31737;schönhagen;rendsburg-eckernförde;1
rinteln;31737;thale;harz;1
risum-lindholm;25920;ehlbeck;lüneburg;1
rittersdorf;54636;reichenbach;freiburg;1
rockenberg;35519;jordanshöhe;goslar;1
rockenberg;35519;ummanz;rügen;1
rodewisch;8228;burhave;wesermarsch;1
rodgau;63110;berliner innenstadt;berliner innenstadt;1
rodgau;63110;lichtenberg;upper franconia;1
rodgau;63110;neßmersiel;aurich;1
roetgen;52159;ditzumerverlaat;leer;1
roggentin;18184;bad stuer;mecklenburgische seenplatte;1
roggentin;18184;stinteck;dithmarschen;1
ronnemberg;30952;hooksiel;friesland;1
ronnenberg;30952;jordanshöhe;goslar;1
ronnenberg;30952;neuharlingersiel;wittmund;1
rosengarten;21224;juliusruh;rügen;1
rosengarten;21224;zingst;nordvorpommern;1
rosenthal am rennsteig;7366;zingst;nordvorpommern;1
roskow;14778;kühlungsborn;rostock;1
rosswein;4741;ostseebad;rügen;1
rostock;18055;juliusruh;rügen;1
rostock;18055;krakow am see;rostock;1
rostock;18069;heringsdorf;ostvorpommern;1
rostock;18069;prohn;nordvorpommern;1
rostock;18069;sepel;plön;1
rostock;18109;wienrode;harz;1
rotenburg;36199;lindig;saale-holzland-kreis;1
rottenburg;72108;jemgum;leer;1
rottenburg;72108;priwall peninsula;lübeck;1
rottendorf;97228;neustadt am rennsteig;langer berg;1
rottweil;78628;markelfingen;freiburg;1
rumohr;24254;eichet;upper bavaria;1
ruppertsweiler;66957;niederkail;bernkastel-wittlich;1
rustow;17121;hohen wieschendorf;nordwestmecklenburg;1
rägelin;16818;alt travemünde - rönnau;lübeck;1
rägelin;16818;sankt peter-ording;nordfriesland;1
rödental;96472;edersee;kassel;1
röderland ot saathain;4932;quetzin;ludwigslust-parchim;1
rödinghausen;32289;greetsiel;aurich;1
rödinghausen;32289;schwittersum;aurich;1
rösrath;51503;tossens;wesermarsch;1
rösrath;51503;wetterburg;kassel;1
rüdesheim am rhein;65385;inzell;upper bavaria;1
rühen;38471;kühlungsborn ost;rostock;1
rüsselsheim;65428;edersee;kassel;1
rüsselsheim;65428;hohen wieschendorf;nordwestmecklenburg;1
rüsselsheim;65428;merzalben;südwestpfalz;1
saalfeld;7318;neppermin;ostvorpommern;1
saalfeld/saale;7318;herrenkrug;magdeburg;1
saarbrücken;66115;losheim am see;merzig-wadern;1
saarbrücken;66121;ostseebad damp;rendsburg-eckernförde;1
saarbrücken;66123;bad dürkheim;bad dürkheim;1
saarbrücken;66125;ockfen;trier-saarburg;1
sachsen - delitzsch;4509;selbig;freiburg;1
sachsen-anhalt - braunsbedra;6242;scheuern;karlsruhe;1
sachsenheim;74343;altstadt;freiburg;1
sachsenheim;74343;rodt;karlsruhe;1
salach;73084;feldafing;upper bavaria;1
salem;88682;greifswald;ostvorpommern;1
salzatal;6198;frauenwald;ilm-kreis;1
salzgitter;38239;bastorf;rostock;1
salzgitter;38258;sahlenburg;cuxhaven;1
salzgitter;38259;bichl;upper bavaria;1
salzgitter;38259;holm;plön;1
salzkotten;33154;thiessow;rügen;1
salzkotten;33154;wendtorfer strand;plön;1
sangerhausen;6526;milbertshofen-am hart;upper bavaria;1
sangerhausen;6526;prerow;nordvorpommern;1
sankt augustin;53757;grimersum;aurich;1
sankt augustin;53757;prora;rügen;1
sarbish;stuttgart;sondernheim;germersheim;1
sarstedt;31157;alt travemünde - rönnau;lübeck;1
sarstedt;31157;klanxbüll;nordfriesland;1
sassenberg;48336;groß zicker;rügen;1
sassenburg;38524;surendorf;rendsburg-eckernförde;1
satteldorf;74589;oberbirken;freiburg;1
sauerlach;82054;zandt;upper palatinate;1
schacht audorf;24790;priwall peninsula;lübeck;1
schauenburg;34270;kopendorf;ostholstein;1
scheden;37127;arle;aurich;1
schenefeld;22869;priwall peninsula;lübeck;1
schenefeld;22869;sassnitz;rügen;1
schenefeld;22869;westerland;nordfriesland;1
schieder schwalenberg;32816;burhave;wesermarsch;1
schiffdorf;27619;retzow;uckermark;1
schifferstadt;67105;esthal;bad dürkheim;1
schifferstadt;67105;neßmersiel;aurich;1
schirgiswalde-kirschau;2681;wyk auf föhr;nordfriesland;1
schkeuditz;4435;geierswalde;dresden government region;1
schlangenbad;65388;frankengut;upper franconia;1
schlangenbad;65388;nienhagen;rostock;1
schleswig;24837;birkenfeld;birkenfeld;1
schleswig-holstein - rickling;24635;neustadt;ostholstein;1
schlitz;36110;hinterzarten;freiburg;1
schloss holte stukenbrock;33758;burhave;wesermarsch;1
schloß holte;33758;westerdeich;nordfriesland;1
schlöben;7646;prora;rügen;1
schlüchtern;36381;kappeln;schleswig-flensburg;1
schlüchtern;36381;priwall peninsula;lübeck;1
schmelz;66839;bokel;gifhorn;1
schneeberg;8289;eußenheim;lower franconia;1
schongau;86956;trainmeusel;upper franconia;1
schonungen;97453;bischberg;upper franconia;1
schonungen;97453;norddeich;aurich;1
schorndorf;73614;lichtenau;karlsruhe;1
schortens;26419;neuruppin;ostprignitz-ruppin;1
schortens;26419;scharbeutz;ostholstein;1
schrecksbach;34647;wenningstedt-braderup;nordfriesland;1
schuby;24850;bremm;cochem-zell;1
schwabach;91126;schwarbe;rügen;1
schwaförden;27252;blankenburg;harz;1
schwaig;90571;zachenberg;lower bavaria;1
schwaig bei nürnberg;90571;bad peterstal-griesbach;freiburg;1
schwaigern;74193;eckernförde;rendsburg-eckernförde;1
schwalmtal;41366;dangast;friesland;1
schwanstetten;90480;meersburg;tübingen;1
schwarzach;97359;friesenried;swabia;1
schwarzenbach a.wald;95131;ruhpolding;upper bavaria;1
